"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT","FILE SIZE"
"SUVIDHAA","Suvidhaa Infoserve Limited","Trading Window","Suvidhaa Infoserve Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:14:16","2025-06-27 13:14:16","27-Jun-2025 13:14:16","00:00:00","https://nsearchives.nseindia.com/corporate/SUVIDHAA_27062025131404_TradingWindowClosureQ1FY26.pdf","587 KB"
"KALAMANDIR","Sai Silks (Kalamandir) Limited","Trading Window-XBRL","SAI SILKS (KALAMANDIR) LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 13:13:44","2025-06-27 13:13:44","27-Jun-2025 13:13:45","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472843_27062025011343_WEB.xml","2 KB"
"NGLFINE","NGL Fine-Chem Limited","Trading Window","NGL Fine-Chem Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:13:10","2025-06-27 13:13:10","27-Jun-2025 13:13:11","00:00:01","https://nsearchives.nseindia.com/corporate/NGL2022_27062025131232_Windowclosure.pdf","150 KB"
"SEJALLTD","Sejal Glass Limited","Trading Window","Sejal Glass Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:13:05","2025-06-27 13:13:05","27-Jun-2025 13:13:06","00:00:01","https://nsearchives.nseindia.com/corporate/SEJALLTD_27062025131256_Intimation_to_SE.pdf","570 KB"
"PGHH","Procter & Gamble Hygiene and Health Care Limited","Trading Window","Procter & Gamble Hygiene and Health Care Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:12:45","2025-06-27 13:12:45","27-Jun-2025 13:12:46","00:00:01","https://nsearchives.nseindia.com/corporate/PGHH_27062025131239_PGHH_Trading_window_closure_letter_30062025.pdf","262 KB"
"BDL","Bharat Dynamics Limited","Trading Window-XBRL","BHARAT DYNAMICS LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 13:12:35","2025-06-27 13:12:35","27-Jun-2025 13:12:36","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472842_27062025011235_WEB.xml","2 KB"
"KALAMANDIR","Sai Silks (Kalamandir) Limited","Trading Window","Sai Silks (Kalamandir) Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:12:16","2025-06-27 13:12:16","27-Jun-2025 13:12:17","00:00:01","https://nsearchives.nseindia.com/corporate/SSKL_27062025131207_TWCClosure.pdf","2.46 MB"
"NGLFINE","NGL Fine-Chem Limited","Trading Window-XBRL","NGL FINE-CHEM LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 13:10:41","2025-06-27 13:10:41","27-Jun-2025 13:10:43","00:00:02","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472841_27062025011041_WEB.xml","2 KB"
"TECHIN","Techindia Nirman Limited","Trading Window-XBRL","TECHINDIA NIRMAN LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 13:10:07","2025-06-27 13:10:07","27-Jun-2025 13:10:08","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472840_27062025011006_WEB.xml","2 KB"
"TECHIN","Techindia Nirman Limited","Trading Window","Techindia Nirman Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:09:29","2025-06-27 13:09:29","27-Jun-2025 13:09:30","00:00:01","https://nsearchives.nseindia.com/corporate/TECHIN_27062025130916_TECHIN_TWC_300625_SIGN.pdf","244 KB"
"SECURKLOUD","SECUREKLOUD TECHNOLOGIES LIMITED","Trading Window-XBRL","SECUREKLOUD TECHNOLOGIES LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 13:09:11","2025-06-27 13:09:11","27-Jun-2025 13:09:12","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472838_27062025010911_WEB.xml","2 KB"
"REFEX","Refex Industries Limited","Copy of Newspaper Publication","Newspaper Advertisement - Disclosure under Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 - Notice of 23rd Annual General Meeting of the                     Refex Industries Limited","27-Jun-2025 13:08:43","2025-06-27 13:08:43","27-Jun-2025 13:08:45","00:00:02","https://nsearchives.nseindia.com/corporate/REFEX2002_27062025130827_RIL_NP_23rdAGM_Notice_sd.pdf","2.89 MB"
"KRITIKA","Kritika Wires Limited","Trading Window","Kritika Wires Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:08:31","2025-06-27 13:08:31","27-Jun-2025 13:08:32","00:00:01","https://nsearchives.nseindia.com/corporate/KRITIKA_27062025130815_Trading_Window_Closure_June25.pdf","488 KB"
"JSWINFRA","JSW Infrastructure Limited","Trading Window-XBRL","JSW INFRASTRUCTURE LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 13:08:00","2025-06-27 13:08:00","27-Jun-2025 13:08:00","00:00:00","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472837_27062025010759_WEB.xml","2 KB"
"PGHL","Procter & Gamble Health Limited","Trading Window","Procter & Gamble Health Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:07:51","2025-06-27 13:07:51","27-Jun-2025 13:07:52","00:00:01","https://nsearchives.nseindia.com/corporate/PGHL_27062025130739_PGHLTWClosureAMJ25.pdf","2.41 MB"
"AGRITECH","Agri-Tech (India) Limited","Trading Window-XBRL","AGRI-TECH (INDIA) LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 13:07:42","2025-06-27 13:07:42","27-Jun-2025 13:07:42","00:00:00","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472836_27062025010741_WEB.xml","2 KB"
"GICRE","General Insurance Corporation of India","Trading Window-XBRL","GENERAL INSURANCE CORPORATION OF INDIA has informed the Exchange about Closure of Trading Window","27-Jun-2025 13:07:18","2025-06-27 13:07:18","27-Jun-2025 13:07:18","00:00:00","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472835_27062025010717_WEB.xml","2 KB"
"GNA","GNA Axles Limited","Trading Window","GNA Axles Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:07:00","2025-06-27 13:07:00","27-Jun-2025 13:07:01","00:00:01","https://nsearchives.nseindia.com/corporate/GNA_27062025130650_TRADINGWINDOW.pdf","425 KB"
"GPIL","Godawari Power And Ispat limited","Trading Window","Godawari Power And Ispat limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:06:58","2025-06-27 13:06:58","27-Jun-2025 13:06:59","00:00:01","https://nsearchives.nseindia.com/corporate/GPIL_27062025130640_GPILNSEBSETWCWEF01072025.pdf","314 KB"
"AGRITECH","Agri-Tech (India) Limited","Trading Window","Agri-Tech (India) Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:06:38","2025-06-27 13:06:38","27-Jun-2025 13:06:39","00:00:01","https://nsearchives.nseindia.com/corporate/AGRITECH_27062025130631_ATL_TWC_300625_SIGN.pdf","378 KB"
"JSWINFRA","JSW Infrastructure Limited","Trading Window","JSW Infrastructure Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:06:19","2025-06-27 13:06:19","27-Jun-2025 13:06:20","00:00:01","https://nsearchives.nseindia.com/corporate/GAZAL786_27062025130604_Intimation_Window_Closure_SEs.pdf","209 KB"
"SECURKLOUD","SECUREKLOUD TECHNOLOGIES LIMITED","Trading Window","SECUREKLOUD TECHNOLOGIES LIMITED has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:06:10","2025-06-27 13:06:10","27-Jun-2025 13:06:10","00:00:00","https://nsearchives.nseindia.com/corporate/SECURKLOUD_27062025125934_CL.pdf","204 KB"
"ETHOSLTD","Ethos Limited","Trading Window-XBRL","Ethos Limited has informed the Exchange about Closure of Trading Window","27-Jun-2025 13:05:50","2025-06-27 13:05:50","27-Jun-2025 13:05:51","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472833_27062025010549_WEB.xml","2 KB"
"INDGN","Indegene Limited","Trading Window-XBRL","Indegene Limited has informed the Exchange about Closure of Trading Window","27-Jun-2025 13:05:34","2025-06-27 13:05:34","27-Jun-2025 13:05:35","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472832_27062025010533_WEB.xml","2 KB"
"ARCHIES","Archies Limited","Trading Window","Archies Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:04:26","2025-06-27 13:04:26","27-Jun-2025 13:04:27","00:00:01","https://nsearchives.nseindia.com/corporate/pankaj_27062025130400_Trading_Window_Closure_27062025.pdf","450 KB"
"ETHOSLTD","Ethos Limited","Trading Window","Ethos Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:04:20","2025-06-27 13:04:20","27-Jun-2025 13:04:21","00:00:01","https://nsearchives.nseindia.com/corporate/ETHOS_27062025130350_Closure_of_Trading_Window.pdf","291 KB"
"SUPREME","Supreme Holdings & Hospitality (India) Limited","Trading Window-XBRL","SUPREME HOLDINGS & HOSPITALITY (INDIA) LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 13:04:15","2025-06-27 13:04:15","27-Jun-2025 13:04:16","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472830_27062025010415_WEB.xml","2 KB"
"ANURAS","Anupam Rasayan India Limited","Trading Window-XBRL","ANUPAM RASAYAN INDIA LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 13:04:07","2025-06-27 13:04:07","27-Jun-2025 13:04:08","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472829_27062025010407_WEB.xml","2 KB"
"ASHAPURMIN","Ashapura Minechem Limited","Updates","Ashapura Minechem Limited has informed the Exchange regarding 'Intimation of Calendar of Events pertaining to Postal Ballot and related matters thereof'.","27-Jun-2025 13:04:02","2025-06-27 13:04:02","27-Jun-2025 13:04:03","00:00:01","https://nsearchives.nseindia.com/corporate/ASHAPURMIN_27062025130342_Outcome27062025.pdf","1.74 MB"
"KRITIKA","Kritika Wires Limited","Trading Window-XBRL","KRITIKA WIRES LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 13:03:18","2025-06-27 13:03:18","27-Jun-2025 13:03:19","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472828_27062025010317_WEB.xml","2 KB"
"BDL","Bharat Dynamics Limited","Trading Window","Bharat Dynamics Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:02:52","2025-06-27 13:02:52","27-Jun-2025 13:02:53","00:00:01","https://nsearchives.nseindia.com/corporate/BDL_27062025130221_Trading_Window_Closure_june_25_signed.pdf","475 KB"
"CHALET","Chalet Hotels Limited","Trading Window-XBRL","Chalet Hotels Limited has informed the Exchange about Closure of Trading Window","27-Jun-2025 13:02:45","2025-06-27 13:02:45","27-Jun-2025 13:02:46","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472827_27062025010244_WEB.xml","2 KB"
"GICRE","General Insurance Corporation of India","Trading Window","General Insurance Corporation of India has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:02:43","2025-06-27 13:02:43","27-Jun-2025 13:02:44","00:00:01","https://nsearchives.nseindia.com/corporate/GICRE_27062025130233_SEintimationTWCJuly2025signed.pdf","371 KB"
"GILLETTE","Gillette India Limited","Trading Window","Gillette India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:02:27","2025-06-27 13:02:27","27-Jun-2025 13:02:29","00:00:02","https://nsearchives.nseindia.com/corporate/GILLETTE_27062025130219_GIL_Letter_to_SE_-_Intimation_of_Trading_Window_closure_June_2025.pdf","259 KB"
"NATHBIOGEN","Nath Bio-Genes (India) Limited","Trading Window-XBRL","NATH BIO-GENES (INDIA) LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 13:02:14","2025-06-27 13:02:14","27-Jun-2025 13:02:15","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472824_27062025010213_WEB.xml","2 KB"
"TOTAL","Total Transport Systems Limited","Trading Window","Total Transport Systems Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:02:04","2025-06-27 13:02:04","27-Jun-2025 13:02:05","00:00:01","https://nsearchives.nseindia.com/corporate/TOTAL_27062025130148_TTSL_Trading_Window_Closure_Intimation.pdf","308 KB"
"ANURAS","Anupam Rasayan India Limited","Trading Window","Anupam Rasayan India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:01:55","2025-06-27 13:01:55","27-Jun-2025 13:01:56","00:00:01","https://nsearchives.nseindia.com/corporate/ANURAS_27062025130146_ARILSLDSTX20250627016TradingWindowClosure300625.pdf","187 KB"
"NATHBIOGEN","Nath Bio-Genes (India) Limited","Trading Window","Nath Bio-Genes (India) Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:01:27","2025-06-27 13:01:27","27-Jun-2025 13:01:28","00:00:01","https://nsearchives.nseindia.com/corporate/NATHBIOGEN_27062025130019_NBIL_TWC_300625_SIGN.pdf","369 KB"
"SUVEN","Suven Life Sciences Limited","Trading Window","Suven Life Sciences Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 13:01:26","2025-06-27 13:01:26","27-Jun-2025 13:01:27","00:00:01","https://nsearchives.nseindia.com/corporate/SUVEN_27062025130057_SuvenTWCircular30062025.pdf","288 KB"
"PGHL","Procter & Gamble Health Limited","Trading Window-XBRL","Procter & Gamble Health Limited has informed the Exchange about Closure of Trading Window","27-Jun-2025 13:01:21","2025-06-27 13:01:21","27-Jun-2025 13:01:21","00:00:00","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472823_27062025010120_WEB.xml","2 KB"
"TOTAL","Total Transport Systems Limited","Trading Window-XBRL","TOTAL TRANSPORT SYSTEMS LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 13:00:49","2025-06-27 13:00:49","27-Jun-2025 13:00:50","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472821_27062025010048_WEB.xml","2 KB"
"PGHL","Procter & Gamble Health Limited","Board Meeting Intimation","PROCTER & GAMBLE HEALTH LIMITED has informed the Exchange about Board Meeting to be held on 01-Aug-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2025 .","27-Jun-2025 13:00:47","2025-06-27 13:00:47","27-Jun-2025 13:00:48","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_58492_1472820_27062025010047_WEB.xml","2 KB"
"SPAL","S. P. Apparels Limited","Trading Window","S. P. Apparels Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 12:59:22","2025-06-27 12:59:22","27-Jun-2025 12:59:23","00:00:01","https://nsearchives.nseindia.com/corporate/SPAL_27062025125905_Insider_Trading_circulation_30062025.pdf","241 KB"
"MCLEODRUSS","Mcleod Russel India Limited","Trading Window","Mcleod Russel India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 12:59:16","2025-06-27 12:59:16","27-Jun-2025 12:59:17","00:00:01","https://nsearchives.nseindia.com/corporate/MCLEODRUSS_27062025125902_MRILCLOSUREOFTRADINGWINDOWJULY2025.pdf","498 KB"
"AVL","Aditya Vision Limited","General Updates","Aditya Vision Limited has informed the Exchange about General Updates(Opening of Showroom)","27-Jun-2025 12:58:44","2025-06-27 12:58:44","27-Jun-2025 12:58:45","00:00:01","https://nsearchives.nseindia.com/corporate/ADITYAVISION_27062025125809_ShopOpening27062025.pdf","662 KB"
"UPL","UPL Limited","Trading Window-XBRL","UPL LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 12:54:40","2025-06-27 12:54:40","27-Jun-2025 12:54:41","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472813_27062025125439_WEB.xml","2 KB"
"SUVEN","Suven Life Sciences Limited","Trading Window-XBRL","SUVEN LIFE SCIENCES LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 12:54:07","2025-06-27 12:54:07","27-Jun-2025 12:54:08","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472810_27062025125407_WEB.xml","2 KB"
"ANMOL","Anmol India Limited","Trading Window-XBRL","ANMOL INDIA LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 12:54:03","2025-06-27 12:54:03","27-Jun-2025 12:54:04","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472809_27062025125402_WEB.xml","2 KB"
"CONFIPET","Confidence Petroleum India Limited","General Updates","Confidence Petroleum India Limited has informed the Exchange about General Updates-COMPANY SECURES BOTTLING ASSISTANCE CONTRACTS FROM LEADING PSU s","27-Jun-2025 12:53:47","2025-06-27 12:53:47","27-Jun-2025 12:53:48","00:00:01","https://nsearchives.nseindia.com/corporate/CONFIPET_27062025125338_cpilNEWSBOTTLING.pdf","528 KB"
"MOSCHIP","Moschip Technologies Limited","Trading Window-XBRL","MOSCHIP TECHNOLOGIES LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 12:53:41","2025-06-27 12:53:41","27-Jun-2025 12:53:42","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472808_27062025125340_WEB.xml","2 KB"
"INDGN","Indegene Limited","Trading Window","Indegene Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 12:52:48","2025-06-27 12:52:48","27-Jun-2025 12:52:48","00:00:00","https://nsearchives.nseindia.com/corporate/INDEGENE_27062025124948_Intimation_of_Trading_Window_Closure.pdf","147 KB"
"KHANDSE","Khandwala Securities Limited","Trading Window","Khandwala Securities Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 12:52:44","2025-06-27 12:52:44","27-Jun-2025 12:52:45","00:00:01","https://nsearchives.nseindia.com/corporate/KHANDSE_27062025125234_Intimation.pdf","213 KB"
"ANMOL","Anmol India Limited","Trading Window","Anmol India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 12:52:03","2025-06-27 12:52:03","27-Jun-2025 12:52:03","00:00:00","https://nsearchives.nseindia.com/corporate/ANMOL_27062025125152_Closure_of_Trading_Window_Intimation_30062025.pdf","535 KB"
"GLAND","Gland Pharma Limited","Trading Window-XBRL","GLAND PHARMA LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 12:51:45","2025-06-27 12:51:45","27-Jun-2025 12:51:45","00:00:00","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472804_27062025125144_WEB.xml","2 KB"
"WENDT","Wendt (India) Limited","Trading Window-XBRL","Wendt (India) Limited has informed the Exchange about Closure of Trading Window","27-Jun-2025 12:50:36","2025-06-27 12:50:36","27-Jun-2025 12:50:37","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472803_27062025125035_WEB.xml","2 KB"
"MCLEODRUSS","Mcleod Russel India Limited","Trading Window-XBRL","McLEOD RUSSEL INDIA LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 12:50:16","2025-06-27 12:50:16","27-Jun-2025 12:50:17","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472802_27062025125016_WEB.xml","2 KB"
"MASTEK","Mastek Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Mastek Limited has informed the Exchange about Intimation of cancellation of Analyst / Institutional Investor Meet scheduled to be on June 27, 2025","27-Jun-2025 12:50:11","2025-06-27 12:50:11","27-Jun-2025 12:50:12","00:00:01","https://nsearchives.nseindia.com/corporate/MASTEK12_27062025124716_InvestorCallcancelled27062025signed.pdf","2.44 MB"
"HINDWAREAP","Hindware Home Innovation Limited","Trading Window-XBRL","HINDWARE HOME INNOVATION LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 12:50:05","2025-06-27 12:50:05","27-Jun-2025 12:50:06","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472801_27062025125004_WEB.xml","2 KB"
"GLAND","Gland Pharma Limited","Trading Window","Gland Pharma Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 12:49:56","2025-06-27 12:49:56","27-Jun-2025 12:49:56","00:00:00","https://nsearchives.nseindia.com/corporate/GLAND_27062025124935_Trading_window_Closure_30062025.pdf","192 KB"
"LT","Larsen & Toubro Limited","General Updates","Larsen & Toubro Limited has informed the Exchange about Disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 (SEBI LODR)   ESG Credit Rating","27-Jun-2025 12:49:47","2025-06-27 12:49:47","27-Jun-2025 12:49:48","00:00:01","https://nsearchives.nseindia.com/corporate/PAM_27062025124926_Intimation27062025.pdf","285 KB"
"UPL","UPL Limited","Trading Window","UPL Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 12:49:36","2025-06-27 12:49:36","27-Jun-2025 12:49:37","00:00:01","https://nsearchives.nseindia.com/corporate/UPL_27062025124926_TradingwindowIntimation.pdf","173 KB"
"NAVNETEDUL","Navneet Education Limited","Trading Window","Navneet Education Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 12:49:29","2025-06-27 12:49:29","27-Jun-2025 12:49:30","00:00:01","https://nsearchives.nseindia.com/corporate/Navneet1984_27062025124919_Trading_Window_Closure_-Q1_Signed.pdf","299 KB"
"CHALET","Chalet Hotels Limited","Trading Window","Chalet Hotels Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 12:49:11","2025-06-27 12:49:11","27-Jun-2025 12:49:12","00:00:01","https://nsearchives.nseindia.com/corporate/CHALET_27062025123604_TradingWindowClosureIntimation30062025.pdf","277 KB"
"WENDT","Wendt (India) Limited","Trading Window","Wendt (India) Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 12:48:40","2025-06-27 12:48:40","27-Jun-2025 12:48:41","00:00:01","https://nsearchives.nseindia.com/corporate/WENDT_27062025124201_twd_sd.pdf","183 KB"
"HINDWAREAP","Hindware Home Innovation Limited","Trading Window","Hindware Home Innovation Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 12:48:36","2025-06-27 12:48:36","27-Jun-2025 12:48:38","00:00:02","https://nsearchives.nseindia.com/corporate/SHIL_27062025124825_HHIL_ClosureofTradingWindow.pdf","304 KB"
"MOSCHIP","Moschip Technologies Limited","Trading Window","Moschip Technologies Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 12:48:01","2025-06-27 12:48:01","27-Jun-2025 12:48:02","00:00:01","https://nsearchives.nseindia.com/corporate/MOSCHIP_27062025124740_CLosure_of_Trading_window__-_Stock_exchanges__-_30-06-2025.pdf","223 KB"
"KHANDSE","Khandwala Securities Limited","Trading Window-XBRL","KHANDWALA SECURITIES LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 12:46:43","2025-06-27 12:46:43","27-Jun-2025 12:46:45","00:00:02","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472800_27062025124643_WEB.xml","2 KB"
"SUPREME","Supreme Holdings & Hospitality (India) Limited","Trading Window","Supreme Holdings & Hospitality (India) Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","27-Jun-2025 12:46:37","2025-06-27 12:46:37","27-Jun-2025 12:46:37","00:00:00","https://nsearchives.nseindia.com/corporate/BELMAC_27062025124536_SHHIL_Intimation_TWC_Q1_June_2025.pdf","325 KB"
"ORIENTBELL","Orient Bell Limited","Trading Window-XBRL","ORIENT BELL LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 12:46:32","2025-06-27 12:46:32","27-Jun-2025 12:46:33","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472799_27062025124632_WEB.xml","2 KB"
"IVC","IL&FS Investment Managers Limited","Trading Window-XBRL","IL&FS INVESTMENT MANAGERS LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 12:46:23","2025-06-27 12:46:23","27-Jun-2025 12:46:24","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472798_27062025124622_WEB.xml","2 KB"
"IVC","IL&FS Investment Managers Limited","Trading Window-XBRL","IL&FS INVESTMENT MANAGERS LIMITED has informed the Exchange about Closure of Trading Window","27-Jun-2025 12:45:47","2025-06-27 12:45:47","27-Jun-2025 12:45:48","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1472797_27062025124546_WEB.xml","2 KB"
